transaction_id,account_id,timestamp,merchant,category,amount,location,status,home_location
TXN00148,ACC00005,2026-04-11 16:28:00,Chemist Warehouse,Pharmacy,301.24,"Darwin, NT",completed,"Darwin, NT"
TXN00034,ACC00033,2026-04-12 00:54:00,JB Hi-Fi,Electronics,514.34,"Brisbane, QLD",completed,"Canberra, ACT"
TXN00097,ACC00030,2026-04-12 12:08:00,Apple Store,Digital,29.92,"Sydney, NSW",completed,"Melbourne, VIC"
TXN00074,ACC00036,2026-04-12 14:03:00,Shell,Fuel,107.19,"Newcastle, NSW",completed,"Brisbane, QLD"
TXN00087,ACC00005,2026-04-12 14:05:00,Luxury Jewellers,Luxury,279.26,"Adelaide, SA",completed,"Darwin, NT"
TXN00026,ACC00026,2026-04-12 15:35:00,Unknown Merchant,Unknown,84.72,"Sydney, NSW",completed,"Sydney, NSW"
TXN00013,ACC00028,2026-04-13 07:41:00,David Jones,Retail,389.04,"Adelaide, SA",completed,"Adelaide, SA"
TXN00166,ACC00036,2026-04-13 08:51:00,Netflix,Subscription,21.1,"Brisbane, QLD",completed,"Brisbane, QLD"
TXN00116,ACC00048,2026-04-13 09:03:00,Bunnings,Hardware,267.57,"Darwin, NT",completed,"Melbourne, VIC"
TXN00145,ACC00042,2026-04-13 09:28:00,Kmart,Retail,142.04,"Sydney, NSW",completed,"Sydney, NSW"
TXN00030,ACC00004,2026-04-13 09:40:00,David Jones,Retail,371.34,"Darwin, NT",completed,"Darwin, NT"
TXN00056,ACC00002,2026-04-13 09:57:00,Harvey Norman,Electronics,4300.83,"Gold Coast, QLD",completed,"Adelaide, SA"
TXN00125,ACC00044,2026-04-13 14:22:00,Casino Online,Gambling,3933.99,"Adelaide, SA",completed,"Adelaide, SA"
TXN00081,ACC00048,2026-04-13 18:07:00,ANZ ATM,Cash Withdrawal,246.13,"Darwin, NT",completed,"Melbourne, VIC"
TXN00075,ACC00018,2026-04-13 19:56:00,Luxury Jewellers,Luxury,555.85,"Newcastle, NSW",completed,"Sydney, NSW"
TXN00100,ACC00023,2026-04-13 21:45:00,BWS,Alcohol,226.76,"Melbourne, VIC",completed,"Melbourne, VIC"
TXN00126,ACC00012,2026-04-13 23:49:00,BP,Fuel,54.52,"Adelaide, SA",completed,"Adelaide, SA"
TXN00118,ACC00039,2026-04-14 04:48:00,BP,Fuel,96.24,"Brisbane, QLD",completed,"Brisbane, QLD"
TXN00132,ACC00049,2026-04-14 10:36:00,Coles,Groceries,131.1,"Brisbane, QLD",completed,"Brisbane, QLD"
TXN00135,ACC00030,2026-04-14 14:47:00,Unknown Merchant,Unknown,2369.71,"Melbourne, VIC",completed,"Melbourne, VIC"
TXN00041,ACC00042,2026-04-14 23:00:00,7-Eleven,Convenience,373.38,"Sydney, NSW",completed,"Sydney, NSW"
TXN00149,ACC00028,2026-04-14 23:05:00,Bunnings,Hardware,362.34,"Brisbane, QLD",completed,"Adelaide, SA"
TXN00108,ACC00007,2026-04-15 02:09:00,Harvey Norman,Electronics,66.27,"Brisbane, QLD",completed,"Brisbane, QLD"
TXN00040,ACC00024,2026-04-15 02:25:00,Uber Eats,Food Delivery,248.55,"Darwin, NT",completed,"Darwin, NT"
TXN00122,ACC00037,2026-04-15 04:08:00,Uber Eats,Food Delivery,282.9,"Brisbane, QLD",completed,"Brisbane, QLD"
TXN00103,ACC00006,2026-04-15 06:27:00,Uber Eats,Food Delivery,268.94,"Canberra, ACT",completed,"Canberra, ACT"
TXN00198,ACC00045,2026-04-15 09:29:00,BWS,Alcohol,369.4,"Newcastle, NSW",completed,"Newcastle, NSW"
TXN00090,ACC00011,2026-04-15 12:44:00,International Wire,Transfer,2284.94,"Melbourne, VIC",completed,"Melbourne, VIC"
TXN00189,ACC00026,2026-04-15 13:21:00,Apple Store,Digital,24.95,"Sydney, NSW",completed,"Sydney, NSW"
TXN00036,ACC00037,2026-04-15 15:10:00,7-Eleven,Convenience,103.09,"Brisbane, QLD",completed,"Brisbane, QLD"
TXN00037,ACC00026,2026-04-15 17:20:00,Kmart,Retail,372.32,"Sydney, NSW",completed,"Sydney, NSW"
TXN00054,ACC00015,2026-04-16 01:32:00,Chemist Warehouse,Pharmacy,1940.4,"Darwin, NT",completed,"Darwin, NT"
TXN00164,ACC00017,2026-04-16 17:58:00,BP,Fuel,104.34,"Gold Coast, QLD",completed,"Perth, WA"
TXN00188,ACC00014,2026-04-16 18:12:00,Apple Store,Digital,29.82,"Brisbane, QLD",completed,"Brisbane, QLD"
TXN00139,ACC00043,2026-04-17 00:58:00,BP,Fuel,66.6,"Newcastle, NSW",completed,"Gold Coast, QLD"
TXN00016,ACC00039,2026-04-17 02:28:00,DoorDash,Food Delivery,304.27,"Brisbane, QLD",completed,"Brisbane, QLD"
TXN00086,ACC00006,2026-04-17 06:15:00,BP,Fuel,57.94,"Canberra, ACT",completed,"Canberra, ACT"
TXN00175,ACC00044,2026-04-17 15:46:00,Netflix,Subscription,6.82,"Adelaide, SA",completed,"Adelaide, SA"
TXN00009,ACC00048,2026-04-17 19:23:00,CommBank ATM,Cash Withdrawal,148.69,"Melbourne, VIC",completed,"Melbourne, VIC"
TXN00003,ACC00007,2026-04-17 22:29:00,Spotify,Subscription,9.88,"Brisbane, QLD",completed,"Brisbane, QLD"
TXN00195,ACC00031,2026-04-18 01:28:00,Chemist Warehouse,Pharmacy,54.81,"Hobart, TAS",completed,"Hobart, TAS"
TXN00084,ACC00028,2026-04-18 02:04:00,Kmart,Retail,1018.46,"Canberra, ACT",completed,"Adelaide, SA"
TXN00047,ACC00008,2026-04-18 03:16:00,JB Hi-Fi,Electronics,719.89,"Canberra, ACT",completed,"Perth, WA"
TXN00093,ACC00037,2026-04-18 04:45:00,Coles,Groceries,33.27,"Brisbane, QLD",completed,"Brisbane, QLD"
TXN00062,ACC00036,2026-04-18 14:07:00,Kmart,Retail,274.15,"Brisbane, QLD",completed,"Brisbane, QLD"
TXN00114,ACC00039,2026-04-18 15:28:00,Online Transfer,Transfer,185.7,"Darwin, NT",completed,"Brisbane, QLD"
TXN00011,ACC00011,2026-04-18 16:49:00,International Wire,Transfer,2881.01,"Melbourne, VIC",completed,"Melbourne, VIC"
TXN00136,ACC00031,2026-04-18 18:58:00,BP,Fuel,55.25,"Hobart, TAS",completed,"Hobart, TAS"
TXN00142,ACC00048,2026-04-18 21:42:00,BP,Fuel,119.07,"Melbourne, VIC",completed,"Melbourne, VIC"
TXN00171,ACC00008,2026-04-19 00:30:00,Bunnings,Hardware,186.92,"Perth, WA",completed,"Perth, WA"
TXN00083,ACC00030,2026-04-19 06:22:00,Casino Online,Gambling,877.76,"Perth, WA",completed,"Melbourne, VIC"
TXN00157,ACC00045,2026-04-19 08:19:00,Uber Eats,Food Delivery,117.05,"Newcastle, NSW",completed,"Newcastle, NSW"
TXN00165,ACC00030,2026-04-19 10:04:00,JB Hi-Fi,Electronics,1162.36,"Melbourne, VIC",completed,"Melbourne, VIC"
TXN00183,ACC00030,2026-04-19 14:40:00,International Wire,Transfer,176.25,"Adelaide, SA",completed,"Melbourne, VIC"
TXN00061,ACC00020,2026-04-19 15:31:00,7-Eleven,Convenience,281.91,"Perth, WA",completed,"Perth, WA"
TXN00082,ACC00002,2026-04-19 17:37:00,Spotify,Subscription,26.73,"Adelaide, SA",completed,"Adelaide, SA"
TXN00134,ACC00046,2026-04-19 21:38:00,Luxury Jewellers,Luxury,5696.41,"Perth, WA",completed,"Perth, WA"
TXN00141,ACC00016,2026-04-20 00:40:00,CommBank ATM,Cash Withdrawal,69.64,"Darwin, NT",completed,"Darwin, NT"
TXN00192,ACC00038,2026-04-20 00:42:00,ANZ ATM,Cash Withdrawal,209.12,"Melbourne, VIC",completed,"Melbourne, VIC"
TXN00051,ACC00002,2026-04-20 01:42:00,David Jones,Retail,322.87,"Adelaide, SA",completed,"Adelaide, SA"
TXN00080,ACC00001,2026-04-20 09:40:00,Netflix,Subscription,21.15,"Brisbane, QLD",completed,"Brisbane, QLD"
TXN00078,ACC00035,2026-04-20 10:54:00,Shell,Fuel,733.39,"Hobart, TAS",completed,"Hobart, TAS"
TXN00180,ACC00002,2026-04-20 11:48:00,Casino Online,Gambling,3855.49,"Adelaide, SA",completed,"Adelaide, SA"
TXN00085,ACC00022,2026-04-20 12:27:00,Luxury Jewellers,Luxury,340.11,"Gold Coast, QLD",completed,"Perth, WA"
TXN00046,ACC00017,2026-04-20 19:08:00,David Jones,Retail,228.75,"Perth, WA",completed,"Perth, WA"
TXN00150,ACC00003,2026-04-20 22:25:00,DoorDash,Food Delivery,66.77,"Gold Coast, QLD",completed,"Gold Coast, QLD"
TXN00154,ACC00030,2026-04-21 03:29:00,Uber Eats,Food Delivery,1350.09,"Melbourne, VIC",completed,"Melbourne, VIC"
TXN00095,ACC00024,2026-04-21 03:40:00,International Wire,Transfer,78.69,"Newcastle, NSW",completed,"Darwin, NT"
TXN00174,ACC00018,2026-04-21 13:43:00,Coles,Groceries,847.74,"Hobart, TAS",completed,"Sydney, NSW"
TXN00102,ACC00016,2026-04-21 17:31:00,Crypto Exchange,Crypto,319.24,"Darwin, NT",completed,"Darwin, NT"
TXN00181,ACC00031,2026-04-21 21:42:00,Shell,Fuel,80.31,"Perth, WA",completed,"Hobart, TAS"
TXN00053,ACC00003,2026-04-22 06:46:00,BP,Fuel,67.97,"Gold Coast, QLD",completed,"Gold Coast, QLD"
TXN00005,ACC00041,2026-04-22 08:54:00,David Jones,Retail,157.99,"Hobart, TAS",completed,"Hobart, TAS"
TXN00027,ACC00035,2026-04-22 09:18:00,Shell,Fuel,2050.96,"Brisbane, QLD",completed,"Hobart, TAS"
TXN00064,ACC00014,2026-04-22 11:53:00,Apple Store,Digital,18.25,"Sydney, NSW",completed,"Brisbane, QLD"
TXN00111,ACC00029,2026-04-23 01:48:00,Harvey Norman,Electronics,12865.39,"Canberra, ACT",completed,"Canberra, ACT"
TXN00101,ACC00034,2026-04-23 13:39:00,Harvey Norman,Electronics,688.45,"Darwin, NT",completed,"Darwin, NT"
TXN00094,ACC00042,2026-04-23 15:25:00,DoorDash,Food Delivery,51.16,"Sydney, NSW",completed,"Sydney, NSW"
TXN00069,ACC00041,2026-04-23 19:59:00,CommBank ATM,Cash Withdrawal,229.84,"Hobart, TAS",completed,"Hobart, TAS"
TXN00158,ACC00037,2026-04-23 22:33:00,Casino Online,Gambling,334.81,"Adelaide, SA",completed,"Brisbane, QLD"
TXN00131,ACC00004,2026-04-24 00:29:00,Harvey Norman,Electronics,769.22,"Darwin, NT",completed,"Darwin, NT"
TXN00143,ACC00042,2026-04-24 04:38:00,Unknown Merchant,Unknown,4413.65,"Sydney, NSW",completed,"Sydney, NSW"
TXN00073,ACC00039,2026-04-24 07:21:00,DoorDash,Food Delivery,176.43,"Newcastle, NSW",completed,"Brisbane, QLD"
TXN00186,ACC00021,2026-04-24 08:11:00,Spotify,Subscription,23.16,"Perth, WA",completed,"Darwin, NT"
TXN00057,ACC00023,2026-04-24 14:36:00,Unknown Merchant,Unknown,55.1,"Melbourne, VIC",completed,"Melbourne, VIC"
TXN00020,ACC00026,2026-04-24 21:19:00,Casino Online,Gambling,186.08,"Sydney, NSW",completed,"Sydney, NSW"
TXN00163,ACC00021,2026-04-25 03:10:00,Unknown Merchant,Unknown,1694.85,"Darwin, NT",completed,"Darwin, NT"
TXN00012,ACC00036,2026-04-25 03:30:00,Woolworths,Groceries,400.79,"Brisbane, QLD",completed,"Brisbane, QLD"
TXN00107,ACC00048,2026-04-25 05:02:00,BP,Fuel,87.74,"Melbourne, VIC",completed,"Melbourne, VIC"
TXN00015,ACC00049,2026-04-25 11:17:00,David Jones,Retail,368.21,"Brisbane, QLD",completed,"Brisbane, QLD"
TXN00033,ACC00004,2026-04-25 12:07:00,Coles,Groceries,56.72,"Darwin, NT",completed,"Darwin, NT"
TXN00072,ACC00008,2026-04-25 12:08:00,Shell,Fuel,119.03,"Perth, WA",completed,"Perth, WA"
TXN00146,ACC00045,2026-04-25 14:51:00,Spotify,Subscription,16.4,"Newcastle, NSW",completed,"Newcastle, NSW"
TXN00055,ACC00018,2026-04-25 17:41:00,Netflix,Subscription,14.93,"Sydney, NSW",completed,"Sydney, NSW"
TXN00096,ACC00034,2026-04-25 19:49:00,International Wire,Transfer,312.11,"Darwin, NT",completed,"Darwin, NT"
TXN00019,ACC00034,2026-04-25 21:03:00,Online Transfer,Transfer,1868.49,"Gold Coast, QLD",completed,"Darwin, NT"
TXN00076,ACC00046,2026-04-25 21:59:00,Uber Eats,Food Delivery,41.43,"Perth, WA",completed,"Perth, WA"
TXN00147,ACC00021,2026-04-25 22:56:00,International Wire,Transfer,24.0,"Darwin, NT",completed,"Darwin, NT"
TXN00130,ACC00050,2026-04-26 00:39:00,Spotify,Subscription,18.86,"Adelaide, SA",completed,"Perth, WA"
TXN00018,ACC00035,2026-04-26 08:31:00,Luxury Jewellers,Luxury,239.9,"Hobart, TAS",completed,"Hobart, TAS"
TXN00104,ACC00024,2026-04-26 09:10:00,BP,Fuel,66.46,"Darwin, NT",completed,"Darwin, NT"
TXN00187,ACC00007,2026-04-26 10:12:00,Crypto Exchange,Crypto,291.13,"Brisbane, QLD",completed,"Brisbane, QLD"
TXN00042,ACC00007,2026-04-26 12:16:00,Kmart,Retail,70.62,"Brisbane, QLD",completed,"Brisbane, QLD"
TXN00109,ACC00035,2026-04-26 12:24:00,Kmart,Retail,123.93,"Hobart, TAS",completed,"Hobart, TAS"
TXN00021,ACC00016,2026-04-26 13:01:00,Chemist Warehouse,Pharmacy,525.17,"Gold Coast, QLD",completed,"Darwin, NT"
TXN00177,ACC00022,2026-04-26 13:20:00,Chemist Warehouse,Pharmacy,3345.69,"Darwin, NT",completed,"Perth, WA"
TXN00031,ACC00030,2026-04-26 15:02:00,Uber Eats,Food Delivery,268.13,"Melbourne, VIC",completed,"Melbourne, VIC"
TXN00071,ACC00015,2026-04-26 16:50:00,David Jones,Retail,107.19,"Perth, WA",completed,"Darwin, NT"
TXN00113,ACC00037,2026-04-26 17:33:00,Uber Eats,Food Delivery,308.13,"Brisbane, QLD",completed,"Brisbane, QLD"
TXN00049,ACC00014,2026-04-26 19:32:00,Casino Online,Gambling,781.69,"Brisbane, QLD",completed,"Brisbane, QLD"
TXN00196,ACC00018,2026-04-26 20:43:00,CommBank ATM,Cash Withdrawal,488.55,"Sydney, NSW",completed,"Sydney, NSW"
TXN00007,ACC00003,2026-04-27 03:30:00,DoorDash,Food Delivery,767.78,"Melbourne, VIC",completed,"Gold Coast, QLD"
TXN00098,ACC00006,2026-04-27 06:25:00,BWS,Alcohol,248.03,"Darwin, NT",completed,"Canberra, ACT"
TXN00023,ACC00018,2026-04-27 07:43:00,Casino Online,Gambling,234.72,"Sydney, NSW",completed,"Sydney, NSW"
TXN00156,ACC00031,2026-04-27 11:50:00,Bunnings,Hardware,125.39,"Hobart, TAS",completed,"Hobart, TAS"
TXN00079,ACC00038,2026-04-27 12:48:00,Crypto Exchange,Crypto,158.35,"Melbourne, VIC",completed,"Melbourne, VIC"
TXN00001,ACC00019,2026-04-27 14:37:00,International Wire,Transfer,84.99,"Adelaide, SA",completed,"Adelaide, SA"
TXN00152,ACC00040,2026-04-27 20:57:00,Spotify,Subscription,9.29,"Hobart, TAS",completed,"Hobart, TAS"
TXN00167,ACC00030,2026-04-27 22:29:00,Netflix,Subscription,16.43,"Melbourne, VIC",completed,"Melbourne, VIC"
TXN00185,ACC00010,2026-04-27 23:22:00,JB Hi-Fi,Electronics,680.61,"Sydney, NSW",completed,"Sydney, NSW"
TXN00138,ACC00033,2026-04-28 01:05:00,BWS,Alcohol,236.17,"Gold Coast, QLD",completed,"Canberra, ACT"
TXN00172,ACC00043,2026-04-28 01:31:00,Unknown Merchant,Unknown,299.48,"Gold Coast, QLD",completed,"Gold Coast, QLD"
TXN00121,ACC00010,2026-04-28 09:56:00,JB Hi-Fi,Electronics,911.3,"Sydney, NSW",completed,"Sydney, NSW"
TXN00123,ACC00018,2026-04-28 13:12:00,7-Eleven,Convenience,25.55,"Sydney, NSW",completed,"Sydney, NSW"
TXN00133,ACC00045,2026-04-29 01:03:00,BP,Fuel,103.95,"Newcastle, NSW",completed,"Newcastle, NSW"
TXN00197,ACC00040,2026-04-29 01:11:00,Online Transfer,Transfer,372.34,"Hobart, TAS",completed,"Hobart, TAS"
TXN00014,ACC00049,2026-04-29 02:59:00,David Jones,Retail,475.11,"Brisbane, QLD",completed,"Brisbane, QLD"
TXN00173,ACC00010,2026-04-29 08:27:00,Apple Store,Digital,17.24,"Sydney, NSW",completed,"Sydney, NSW"
TXN00115,ACC00029,2026-04-29 14:19:00,Uber Eats,Food Delivery,33.49,"Melbourne, VIC",completed,"Canberra, ACT"
TXN00119,ACC00030,2026-04-29 18:43:00,JB Hi-Fi,Electronics,728.26,"Melbourne, VIC",completed,"Melbourne, VIC"
TXN00091,ACC00046,2026-04-29 21:06:00,Harvey Norman,Electronics,329.28,"Perth, WA",completed,"Perth, WA"
TXN00043,ACC00019,2026-04-30 04:45:00,Online Transfer,Transfer,342.64,"Adelaide, SA",completed,"Adelaide, SA"
TXN00169,ACC00036,2026-04-30 06:01:00,DoorDash,Food Delivery,331.3,"Darwin, NT",completed,"Brisbane, QLD"
TXN00025,ACC00027,2026-04-30 17:48:00,Shell,Fuel,47.87,"Adelaide, SA",completed,"Gold Coast, QLD"
TXN00004,ACC00023,2026-04-30 19:49:00,Harvey Norman,Electronics,132.11,"Melbourne, VIC",completed,"Melbourne, VIC"
TXN00199,ACC00023,2026-05-01 05:59:00,Woolworths,Groceries,148.71,"Melbourne, VIC",completed,"Melbourne, VIC"
TXN00182,ACC00040,2026-05-01 07:41:00,Coles,Groceries,153.18,"Hobart, TAS",completed,"Hobart, TAS"
TXN00024,ACC00016,2026-05-01 07:47:00,BP,Fuel,348.01,"Darwin, NT",completed,"Darwin, NT"
TXN00160,ACC00040,2026-05-01 08:00:00,BWS,Alcohol,275.53,"Hobart, TAS",completed,"Hobart, TAS"
TXN_NOISE01,ACC00001,2026-04-02 10:00:00,Test,Unknown,99.0,Singapore,completed,"Sydney, NSW"
TXN_NOISE02,ACC00003,2026-04-02 12:00:00,Coles,Groceries,-50.0,"Sydney, NSW",completed,"Sydney, NSW"
TXN00001,ACC00002,2026-04-02 11:00:00,Coles,Groceries,45.0,"Melbourne, VIC",completed,"Melbourne, VIC"
